Job-Title,skills,skills2,skills3,skills4,skills5,skills6,skills7,skills8
Lead Analyst / Senior Lead Analyst - Team Managing role (Remote),Power Bl, Project Management, Qlik Sense, BI, Tableau, Business Intelligence, Advanced Excel, Data Analytics
Senior Business Analyst - RPA + ML - KPO,RPA, Qlik, ML, SAS, Tableau, Data Analytics, Machine Learning, Statistics
ML Engineer,machine learning, python, r,,,,,
Software Development Engineer III,Product management, Computer science, Backend, Design review, data governance, Technical leadership, Technology solutions, Customer experience
Cloud Engineer(Security)-Client Engineering,cloud security, HP data protector, Cloud, Architectural design, cloud foundry, Solution design, Compliance, Agile
Software Engineer,Product management, Computer science, metadata, Analytical, Machine learning, Data structures, Workflow, Open source
Software Engineer - CBTC - Railway Infrastructure,Interpersonal skills, French, Configuration management, Test management, Consulting, HTML, German, Document management
AVP / VP - Data Architect,Data Science, Matplotlib, Data Wrangling, SVM, Data Warehousing, Tableau, Data Analytics, Machine Learning
Director Data Science,data science, Project Management, machine learning, analytics, impact analysis, execution, data analysis, stakeholder management
Azure Data Architect,Azure, solution architecture, Azure native services, Azure Blob Storage, Azure SQL Server, IT Skills, Python, Data Science
Azure data - solution architect,IT Skills, Java, Python, DevOps, MS SQL, Javascript, .Net, C#
Lead Programmer Analyst Cloud Development,IT Skills, Testing, Artificial Intelligence, Cloud, Big Data, Data analysis, Claims, Data management
DATA TECHNICAL ARCHITECT,Big Data, data modelling, Erwin, Hadoop, mongoDB, Data Virtualization, Dremio, communication
"Data Information Mgt -Metadata Specialist :: Chennai, India",metadata management, Data Quality, Solidatus, Collibra, Metadata, Data Governance,,
Opening For Java+ Big Data 3 - 10 Yrs Exp Prod Dev Pune Location,Java, Big Data, Spark, Java Plus, Kafka, IT Skills, Streaming, Open Source Technologies
Data Architect -III,data modelling, Data Visualization, Data Architecture, big data, AWS, EC2, ETL, Apache Spark
Pyspark Data Integrator - MNC,Pyspark, Data Modeling, Elastic Search, Linux, communication, GPDB, ORACLE, Teradata
Big Data Architect - Industrial IoT- Gurgaon Location,Big Data, IOT,,,,,,
Data Architect,Hive, Cassandra, Graph DB, DynamoDB, MongoDB, HBASE, Amazon Elastic Search, RedShift
Senior Analyst,Business objects, Data analysis, Simulation, Machine learning, Javascript, Healthcare, Application development, Data mining
"Technical Lead - Backend, Search",IT Skills, Python, Cloud, Node.js, Javascript, Computer science, SAN, Cloud computing
Sr. Tableau Analyst,data analysis, digital analytics, analytical, Google Analytics, Tableau, visualizations, Adobe Analytics, Computer science
Required Senior Research Analyst - Rating Model Development,research analysis, model development, data analytics, process improvement, data collection,,,
Senior Analyst - IT Project,Project Management, Windows Server, Lan, Hardware, Vmware, Troubleshooting, Data Center, Firewall
Senior Analyst - Infocenter,Team Management, Financial Reporting, Bloomberg, Factset, Finance, Industry Research, Factiva, Data Analytics
Senior Analyst,Data analysis, Stock exchange, Financial Instruments, Process improvement, Equity, Healthcare, MS Office, Operations
Lead Full-Stack Developer,Engineering, operations, business, Technology, management, Database,,
Senior Analyst - Digital Analytics,Google Analytics, Web analytics, Analytical, Javascript, HTML, Troubleshooting, SEO, Business intelligence
Senior Research Analyst,Analyst, Data analysis, Primary research, Renewable energy, Consulting, Market intelligence, HTTP, Advanced Excel
Senior Product Analyst,Computer science, Product Analyst, Data analysis, Google Analytics, Business analytics, data visualization, Subject Matter Expert, Product marketing
Analyst / Senior Analyst,Computer science, Data management, Senior Analyst, Data processing, Data structures, Data analytics, Data mining, Business intelligence
Analyst / Sr Analyst SCM,Supply chain, Outbound, ERP, Supply chain management, Analytical, Solar energy, Supply planning, data integrity
Customer Experience Analyst Sr.,Career development, Data analysis, Business analysis, Project management, Analytical, Finance, Wellness, Customer experience
Strategic Planning Senior Analyst,Outbound, Payroll, Project management, Process improvement, Back office, Budgeting, Data mining, Analytics
Senior Analyst,Cism, IT risk, Cisa, Consulting, Manager Technology, Data quality, data integrity, Operations
Senior Analyst- Risk In Change,IT risk, Cisa, Consulting, Agile, Data quality, Customer service, Risk management, Operations
Senior Applications Analyst,Data analysis, Interpersonal skills, Agile scrum, Application programming, Workflow, data mapping, Troubleshooting, Project delivery
Sr. ETL Informatica Analyst,hive, NoSQL, Data management, Senior Analyst, spark, Informatica, Teradata, cisco
Sr. UX Research Analyst,Online research, Application design, Statistical analysis, Illustrator, data reporting, Psychology, Tool design, Research Analyst
Senior Analyst BI,Salesforce, Snowflake, ETL, Marketo, Bizible, PowerBI, Tableau, data warehouse
Senior Insights Analyst,Analytical, SAS R, Data mining, Customer engagement, Operations, Analytics, SQL, Data extraction
Senior Analyst,Analyst, Customer management, data science, Underwriting, Consumer durables, Credit risk, Customer experience, Analytics
Senior Analyst-Procurement management,IT Skills, Cloud, Analyst, Bidding, Compliance, Contract management, data reporting, Financial risk
Sr Oracle Developer Analyst - VCP,REST API, Kotlin, Backbone js, Microservices, NoSQL, RDBMS, Kubernetes, analysis
"Senior Analyst , Strategy & Insights",Digital media, CVS, data science, Business analytics, Marketing campaigns, Manager Technology, Customer service, Digital marketing
Senior Analyst - Market Risk,Trading system, Excel, Market Risk, Finance, Reference Data, Technical Support, Information Management, Communication
Sr. Analyst Quality Assurance,BPO, outbound, auditing, Process audit, Internal Audit, LEI, Data Quality, Quality
Sr Content Analyst,IT Skills, Java, Python, Software Development, Testing, Cloud, Product Management, Data analysis
Sr. SAP Commerce Cloud Analyst,Sales, VC, SAP, Callidus CPQ, SAP CPQ, IT Skills, Cloud, variant configuration
Tier 3 Senior SOC Analyst,IT Skills, Python, Quality Assurance, Cloud, Computer science, Automation, Manager Quality Assurance, Linux
Senior Analyst - Model Validation,Data Science, Communication Skills, Scala, Hadoop, Big Data, Model Validation, Spark, Data Analytics
"Enterprise Systems Analyst A (IN), Senior",IT Skills, Testing, Cloud, Oracle, Supply chain, ERP, Data analysis, PLSQL
Senior FinOps Analyst,Project Coordinator, ERP, process, Strong interpersonal skills, GAAP, Oracle financials, microsoft, Application
Senior Product Analyst,Product Analyst, Supply chain, Data analysis, Google Analytics, Analytical, MySQL, Business strategy, Business intelligence
Analyst / Sr . Analyst Advanced Analytics,advanced analytics, Operations research, RDBMS, Pharma, Analytical, Cognos, Healthcare, healthcare analytics
SENIOR IT ANALYST,PLM, Data migration, Semiconductor, SAP, Development Manager, Coding, Analog, Debugging
Senior Analyst,Operations research, digital analytics, adobe analytics, Web technologies, Data modeling, Marketing campaigns, Data analytics, Business intelligence
Analyst/Sr Analyst,Computer science, Data analysis, SAS, Analytical, SPSS, QlikView, Business intelligence, Data mining
Sr SAP FICO Analyst,Computer science, Process automation, Data migration, Function modules, SAP, Production support, SAP MM, Risk management
HRBP - Senior Analyst,Data analysis, Analytical, Employee engagement, Data collection, Succession planning, Talent management, MS Office, Stakeholder management
Senior Analyst - Reporting & Analytics,Analytical skills, tableau, Manager Quality Assurance, Business reporting, Process improvement, Issue resolution, Data analytics, Database maintenance
Sr Customer Experience Analyst,Customer Experience Management, Sprinklr, Qualtrics, IT Skills, Project Management, BPO, project management, process improvement
Senior Financial Analyst,Administration, ERP, management, Finance, Data collection, Database, Financial Analyst, Operations
Senior Financial Analyst,Administration, ERP, management, Finance, Data collection, Database, Financial Analyst, Operations
Internal Audit Senior Analyst,Manager Internal Audit, Data analysis, Cisa, Compliance, Project management, Analytical, Consulting, GAAP
IT Senior Analyst/Developer - SAP MDG,information technology, sap data services, process modeling,,,,,
Senior Analyst,Data Science, R, Data Structures, Data Analysis, Analytics, Python, Sql, Teaching
Sr SOC Analyst L2,Automation, Due diligence, Service level, Claims, HP data protector, Staffing, Information security, Analytical
Senior Financial Systems Analyst,ERP, Excel, Financial reporting, RDBMS, Accounting, Financial planning, Senior Manager Finance, data governance
Senior Analyst - Risk & Control Enablement,Analytical skills, Root cause analysis, Analyst, Process mapping, Data quality, Information management, Risk management, Financial services
Sr. Technical Analyst SAP ABAP,Computer science, SAP, Networking, Project management, Debugging, Data structures, Application development, Information technology
Senior Market Research Analyst,Bcom, Communication Skills, Data Integrity, Lead Generation, Excel, Ms Office, Field Marketing, B2B Sales
Sr. GRC Analyst / Consultant,HP data protector, Audit compliance, Cobit, data security, Information security, Analytical, Risk assessment, ISO 27001
Sr. Business Marketing Analyst -Google Analytics - WFH,Marketing analyst, Google stack reporting, google analytics, Marketing Analytics, Data Analytics, Data analyst, Google data studio, Campaign Analytics
Senior Product Analyst - FinTech - IIT/NIT/BITS,attentive listener, ETL, SQL, compelling explainer, Data Analytics, Analytics,,
Senior Video Analyst,Time Management, written communication, MS Office, verbal, Training, Voice process, Data analysis, video analyst
Senior Analyst,MS Office suite, Analyst, Data analysis, Time management, Analytical, Consulting, Healthcare, Market research
Senior Market Analyst,Qlikview, Power BI, Tableau, analytical, MS - Excel, communication, IT Skills, Big Data
Senior Analyst Contribution Services,Product management, Analyst, Data analysis, Stock exchange, Investment banking, Asset management, Investment management, Research
Senior Business Analyst,Financial Analysis, Business Analytics, Analytical, Excel Report Preparation, SQL, Marketing Management, Analysis, Software Product Management
"Senior Analyst, Business Intelligence",Business Intelligence, IT Skills, Tableau, Power BI, database design, data management, SSAS, SSRS
Senior Workday Business Systems Analyst,Business process, Payroll processing, Administration, Payroll, Performance management, HRIS, Data modeling, Analytical
Senior Workday Business Systems Analyst,Business process, Administration, HRIS, Data modeling, Analytical, Core HR, Taxation, Downstream
Senior Workday Business Systems Analyst,Business process, Administration, Payroll, Data modeling, HRIS, Analytical, Architectural design, Taxation
Senior Business Operation Analyst,Automation, Change management, Business transformation, Management consulting, Data collection, Operations, Analytics, SQL
"Senior Analyst, Business Intelligence",Business Intelligence, IT Skills, Tableau, Power BI, SSAS, SSRS, MSBI, OLAP
Sr Manager/Manager Business Analyst,Analytics, data analysis, Analysis, Research Analysis, logistics, Data Analytics, SCM, Supply Chain
Sr Application Service Management Analyst,Apptus, IT service management support, Apptus CPQ, SAP, Informatica, ETL, Salesforce Administration, data integration
"Analyst , Sr Financial",Service delivery, ERP, Automation, SAP, Talent acquisition, Data quality, VB, Data mining
Business Insight Analyst,BPO, Front end, google apps, Analytical, Consulting, power bi, Data analytics, data visualization
Jr Business Analyst,Business Analyst, dashboards, SQL, data analysis, statistics,,,
Senior UX Researcher,IT Skills, Software Development, User research, Project development, Diversity and Inclusion, Consulting, Agile, Medical insurance
Senior Product Manager,Fabrication, Injection moulding, Supply chain, audio visual, Post production, Home appliances, Aerospace, Raw material
ML/AI Senior Developer (Java/ABAP),Java, IT Skills, Testing, Machine Learning, Cloud, Product Management, Jenkins, SAP
Business Analyst,Business Analyst, Business Process, Search Engine, Digital Marketing, Sem, Digital Transformation, Data Modeling, Seo
Software Quality Assurance Analyst II,Core Java, Web technologies, jQuery, Production support, Data modeling, MySQL, Javascript, PHP
Senior Operations Manager,Field operations, Event management, Enterprise architecture, Information security, Product life cycle management, Agile, Manager Technology, Operations
Senior Manager,Microstrategy, Maven, Change management, Javascript, Agile, Problem management, Incident management, Scrum
Senior Analytics Consultant,SQL, data analysis, SAS, Power BI, machine learning, Teradata, data engineering, R
Systems Integration Analyst,Unix, Business process, IT services, Automation, data services, Linux, Integration Analyst, Consulting
Product Analyst,Product Analyst, EMI, Computer science, Data analysis, Agile, Manager Technology, PHP, Financial services
Analyst-Application Monitoring & Support,Application support, Data analysis, Risk assessment, Incident management, Issue resolution, JIRA, application monitoring, Financial services
HR Analyst / MIS Analyst,HR, Cost Analysis, People Analytics, Project Management, HRIS, Data Management, Dashboards, Performance Appraisal
Test Analyst,IT Skills, Java, Python, Oracle, Automation, Data management, Db2, Test Analyst
Incident Response Analyst 4,IT Skills, Cloud, DevOps, Computer science, Analyst, Cloud computing, Change management, Analytical
Quality Analyst,RCA, Networking, Pharma, Information security, Pharmacy, Campus recruitment, Data collection, Healthcare
Software Analyst II,MSI, IVR, Predictive modeling, Pattern recognition, data visualization, Data mining, Analytics, LEX
Technology Business Analyst,Performance tuning, Data analysis, Business Analyst, Competitive analysis, Project management, Agile, Manager Technology, application architecture
Business Analyst,front end, operations, consumer electronics, analytical, data mining, business services, business acumen, business intelligence
HR Analyst / MIS Analyst,Data management, data science, HRIS, Business analytics, Analytical, Agile, Performance appraisal, HR
Business Analyst,excel, business analysis, sql, python, r, data analytics, sas, Data Management
"Sales & Market Analyst - BPL Medical, Bangalore",competitor analysis, data analysis, market analysis, MIS,,,,
Salesforce Technical Analyst,Sales, Data management, Salesforce.com, Medical insurance, Technology solutions, Information technology, Catering, User management
Hyperion Test Analyst,IT Skills, DevOps, Oracle, Unix, remediation, IIS, RDBMS, Weblogic
Hyperion Test Analyst,Communication, Hyperion HFM, analytical, Hyperion Financial Management, FDMEE, VB, Oracle ERP, Hyperion
Hyperion Test Analyst,IT Skills, Oracle, Data analysis, People management skills, Hyperion, PLSQL, Data quality, Test Analyst
Reliability Analyst,IT Skills, Power BI, Mining, Semiconductor, Aviation, Aerospace, data security, Data collection
IT SYSTEMS ANALYST,Computer science, Automation, Data analysis, Change management, metadata, Networking, Workflow, Application development
Deal Desk Analyst,Data analysis, Publishing, Sales operations, Analytical, Salesforce.com, power bi, Data quality, Autodesk
"Manager, Business Analyst , Finance & Product SME",Loans, Due diligence, Fixed income, Project management, Data quality, Capital market, Risk management, Business intelligence
Programmer/Analyst 2,Performance tuning, Data management, RDBMS, Packaging, PLSQL, Stored procedures, Customer service, Troubleshooting
Technology Analyst,Azure, Email, Architecture, level, Analytical, Service, Data analytics, Knowledge management
Partnership Analyst I,Verbal written, communication, Accounts Payable, MS Excel, Business administration, Analyst, Data analysis, Excel
HRIS Analyst I,Data validation, SAP, Excel, Data management, Analytical, Relationship building, Data collection, Customer service
Urgent Opening For Information Technology Analyst,Application Development, Software Development, Java, data governance, .net, HTML,,
Business Analyst,Analytics, Data Science, Business Intelligence, Excel, Data Analysis, Tableau, Dashboards, Data Analytics
Business Analyst - Fraud,Computer science, Change management, Networking, Data management, Business Analyst, Trend analysis, Research, Performance monitoring
Analyst,Manager Quality Assurance, Data conversion, Legal compliance, Analytical, Sabre, Customer service, Technology solutions, Operations
Analyst,Manager Quality Assurance, Data conversion, Legal compliance, Analytical, Sabre, Customer service, Technology solutions, Operations
Business Analyst,Office, SWIFT, Accounting, Configuration, FI, Accounting configuration, K TP, IR Fx
Privileged Access Management Support Analyst,IIS, Linux, LDAP, Data management, Active directory, Windows, Apache, microsoft
Helpdesk Analyst,Helpdesk Analyst, Quality standards, data services, Computer hardware, Helpdesk, Service desk, Incident management, Information technology
Executive - Pricing Analyst,Quality standards, Ticketing, Publishing, Excel, Social media, MIS, Data collection, Pricing Analyst
Content Analyst,Content management, Data management, Technical writing, HTML, Informatica, SEO, MS Office, Monitoring
"Analyst 4, Business Applications",Outbound, Data migration, Sales, Web services, Salesforce.com, Customer service, Informatica, Troubleshooting
Sales Analyst - US Shift,Change management, Usage, Sales, Data management, Senior Analyst, Process improvement, Analytical, innovation management
Privileged Access Management Support Analyst,IIS, Linux, LDAP, Data management, Active directory, Windows, Apache, microsoft
Equity Research Analyst,Data Science, Data Management, Spark, Equity Research Analyst, Statistics, Analytics, Python, Sql
Business Analyst - Analytics Consulting | Tiger Analytics |,Business Intelligence, consulting, business analysis, Tableau, Reporting Tools, SQL, analytics, Data Science
BI Reporting Analyst,Computer science, MIS reporting, digital analytics, adobe analytics, Business reporting, Data analytics, QlikView, Operations
Quality Analyst,Tosca testing, written communication, communication, analytical, verbal, IT Skills, Testing, Business process
Compensation And Benefits Analyst,project management, process management, due diligence, written communication, subject matter expertise, project life cycle, market data, employee wellness
Asst Managment Analyst,Procurement, Business process, Accessories, Desktop engineering, Talent acquisition, Client servicing, Service desk, Process operations
IT Solution Analyst,Computer science, System testing, Data analysis, Integration testing, Scrum, Data quality, Teradata, Troubleshooting
Role Designation- Technology Analyst,Data warehouse, ETL, PL / SQL scripting, Analytical, Oracle database, Informatica, Unix Shell scripting, IT Skills
Analyst - DB Projects,Computer science, Analyst, Project management, Analytical, Management, Data mining, Operations, Financial services
"Business Analyst, India Digital",Business process, Data analysis, Change management, Test scripts, Business analysis, Risk management, Information technology, RFP
Business Analyst,Business Research, Business Analytics, Secondary Market Research, Market Research, risk consulting, business analysis, solution delivery, market data
Business Systems Analyst I,Business process, Business System Analyst, Business analysis, Consulting, System design, data integrity, User acceptance testing, SQL
Business Systems Analyst,Business process, Partner management, Data analysis, Technology consulting, financial products, Project management, Test scenarios, Financial operations
Business Analyst,Regulatory Reporting, Life Cycle, Financial Services, Requirements Gathering, Business Analyst, Finance, Banking, Change Delivery
Business Analyst,Life Cycle, Process Documentation, Regulatory Reporting, Financial Services, Requirements Gathering, Finance, Banking, Change Delivery
Business System Analyst,Computer science, Data analysis, metadata, Test scripts, Data modeling, Analytical, Schema, Data quality
Business Process Analyst,Communication Skills, Policies, Business Process, Sap R, Master Data, Supply Chain, Logistics, Recruitment
Analyst-Business Process Design,Business process, Process design, Consulting, SQL, Business operations, IT Skills, Python, Cloud
Business Analyst (Sales) - B.Tech/ MBA from Tier 1/2 Campuses - Noida,Business Intelligence, Business Analyst, Business Analytics, Data Analyst, Business Analysis,,,
Business Functional Analyst,CRO, Change management, Content management, Manager Quality Assurance, UML, Data quality, HTML, Visio
Business Support Analyst,BPO, Procurement, Data validation, Business reporting, Business analysis, Analytical, Business intelligence, MS Office
Professional 1 Business Analyst,Data analysis, Coding, Business analysis, Database design, Issue resolution, Customer service, Oracle, Data entry
SAP CX Sales Cloud C4C Business Analyst,IT Skills, SAP, Sales, Project implementation, Data management, Business Analyst, Report writing, Consulting
Business Analyst,Automation, Google Analytics, Data management, Analytical, Data collection, Business intelligence, JIRA, Operations
Senior BA - Payments/Core Banking II,Product management, Networking, Business analysis, Agile, Cash management, Data quality, MS Office, SDLC
Business Functional Analyst,Product management, Assurance, GCP, Agile, Healthcare, Data analytics, Training and Development, SDLC
Business Analyst,Computer science, Product engineering, Business Analyst, Business analysis, Hypothesis Testing, power bi, data visualization, Analytics
Business Analyst - Revenue Operations,IT Skills, Tableau, Power BI, Data Transformation, R, Sas, Business Analyst, Advanced Analytics
Business System Analyst,Business System Analyst, Analyst, Sales, Data management, Time management, data manipulation, Life sciences, Project planning
Business Analyst - Hyderabad,Business Analyst, business analysis, Data warehousing, ETL, Financial Analysis, data analysis, complex analysis, Data Mining
Business Advisory Analyst,Procurement, Service delivery, Automation, Diversity and Inclusion, Business advisory, Business process management, Vendor, Training and Development
Professional 2 Business Analyst,IT Skills, Testing, DBA, Oracle, Data analysis, Coding, Business analysis, Issue resolution
Professional 1 Business Analyst,IT Skills, Testing, DBA, Oracle, Data analysis, Coding, Business analysis, Issue resolution
Post Trade Clearing and Settlement Business Analyst,Alfresco, Business analysis, Fixed income, Consulting, Agile, market data, MS Office, JIRA
Post Trade Clearing and Settlement Business Analyst,agile, Alfresco, Jira, MS office, SDLC, Business analysis, Fixed income, Consulting
Technology Services-Process Manager-Business Analyst,RPA, Database Designing, Application Development, IT Skills, Software Development, Business Intelligence, Excel Powerpoint, Artificial Intelligence
"Business Management Analyst, Assoc",Analytical skills, Business administration, Market study, Transition management, Diversity and Inclusion, Billing, Database, Business management
Business Analyst,Computer science, Analytical skills, Business Analyst, Business Data Analyst, Process improvement, Report writing, Information management, Statistics
Hiring For Business Analyst,data analytics, Excel, business analysis, Tableau, SQL, IT Skills, Python, Google Sheets
Business Analyst,Customer acquisition, Business Analyst, Project management, Web development, Feasibility analysis, Digital marketing, Software solutions, Analytics
Freshworks Business Analyst - CSM,Customer Experience, Strategy Consulting, Saas, Problem Solving, Data Analysis, Marketing Campaigns, Data Visualization, Tableau
Business Analyst - EDC,EDC, data manipulation, Analytical, data visualization, Test analysis, Operations, Data warehousing, SQL
Analyst-Supply chain management,Procurement, Supply chain, Supply chain management, Sales operations, Consulting, IT Skills, Cloud, Big Data
Business Analyst,MIS reporting, Hospitality, Data management, Business Analyst, Business analysis, MIS, Data analytics, Advanced Excel
Business Process Analyst,Communication Skills, Effective Communication, Bpc, Business Process, Sap R, Master Data, Supply Chain, Recruitment
Analyst - Risk and Compliance,Data analysis, Change management, Due diligence, Project management, Financial services, IT Skills, Testing, Artificial Intelligence
Analyst-Procure To Pay Processing,Payment processing, Billing, Consulting, Operations, Business operations, IT Skills, Cloud, Procurement
Analyst - Investment Risk Reporting,Fund accounting, Data validation, Mutual funds, Financial risk, Workflow, Manager Quality Control, Financial services, Technical support
Business Analyst,Product management, Analytical skills, Team leading, Business Analyst, Business analysis, Project management, Agile, market data
Advisory Services Analyst - QA Analyst,QA, IT Skills, Testing, Quality Assurance, Selenium, Automation Testing, Test Automation Framework, Defect Management
Analyst-Record To Report,Financial analysis, Consulting, Forecasting, Analytics, Balance Sheet, IT Skills, Cloud, Journal entries
Business Intelligence Analyst,BPO, Data analysis, operational support, Networking, Analytical, Billing, Business Intelligence Analyst, Operations
Business Consulting -Payments Business Analyst,IT Skills, Testing, Business process, IT services, Solution architecture, BACS, Automation, data services
"Business Analyst - Business Analytics (BI tools, MS Access & SQL)",Supply chain, Manager Internal Audit, MS Access, MIS, Project management, Process improvement, Pharma, Business analytics
"Business Intelligence Analyst, Climate Solutions",Computer science, Data analysis, Manager Quality Assurance, Analytical, Postgresql, Business Intelligence Analyst, power bi, Research
Agile Business Analyst,Loans, Data analysis, Wealth management, Consulting, Cash management, Investment management, MS Office, Financial services
Business Analyst,Automation, Business Analyst, MS Access, Project management, MIS, Visio, Business intelligence, Data mining
Professional 1 Business Analyst,IT Skills, Java, J2EE, Software Development, Testing, Cloud, DevOps, Solution architecture
Business Systems Analyst 3,Backend, Data management, Contract management, Manager Technology, Data processing, SCM, Operations, Information technology
Client Service Delivery Analyst,Communication Skills, Web Research, Database Administration, Written Communication, Service Delivery, Web Technologies, Client Servicing, Data Analysis
Product Manager / Business Analyst,communication, data analytics, agile, SDLC, written, verbal, IT Skills, Software Development
Product Manager / Business Analyst,IT Skills, Software Development, Project Management, BPO, project management, electronic trading, PDF, Agile development
Business Analyst - Tableau,IT Skills, Python, Tableau, SAP, Salesforce, Automation, Linux, Analytical
Market Research Executive / Analyst / Fresher - Ghaziabad(Vaishali),Industry Research, Online Research, Data Collection, Market Intelligence, research, Business Analysis, fresher, Secondary Research
Business Analyst,operational support, Data management, Architecture, Business Analyst, Process improvement, Financial planning, Salesforce.com, End User Support
Regulatory Reporting - Business Analyst,Retail Banking, Financial Reporting, Regulatory Reporting, Business Analyst, Accounting, Finance, System Testing, Basel Iii
"Business System Analyst, Customer Interaction Management Solutions",IT Skills, Testing, Product Management, Business System Analyst, Data analysis, Agile, Customer support, Forecasting
Python Developer,Python, analysis, computational algorithms, PySpark, Data engineering, SQL, data structures, Spark
Python Developer,Python, data structures, PySpark, computational algorithms, Spark, Data engineering, analysis, SQL
Senior Software Engineer/Lead Engineer - Product Development,AWS, IT Skills, Java, Python, Software Development, Testing, Oracle, Big Data
SENIOR SOFTWARE ENGINEER/ LEAD ENGINEER,Computer science, RDBMS, MySQL, Agile, Data structures, Oracle, Troubleshooting, Analytics
Senior Software Engineer / Lead Engineer,Software Engineer/Lead Engineer,,,,,,,
TAX OPS BA / PM,Data analysis, Data management, agile project management, Diversity and Inclusion, Agile, Process re-engineering, Asset management, Stakeholder management
Junior Analyst - Bioinfogate,toxicology, Junior Analyst, Medicinal chemistry, Clinical trials, clinical development, Biochemistry, Archiving, Pharmacology
Junior Analyst,Microsoft Excel, time management, Junior Analyst, Administration, Excel, Regulatory reporting, Finance, Manager Technology
Senior Associate-Business Analyst,data visualisation, Python, SQL, excel, Big Data, Tableau, Machine Learning, Statistics
Junior Software Quality Analyst,SDLC, JMeter, Software testing, UFT, Microsoft Azure Dev, IT Skills, Testing, Azure
Junior Operations Analyst,Supply chain, SAN, Data analysis, French, SAS, Business analysis, Analytical, Internship
Junior Research Analyst,code, Junior Research Analyst, Deployment, mca, Data mining, MATLAB, Business Executive, Web technologies
"Lead Software Engineer (React, JAVAScript)",System architecture, Product engineering, Machine learning, Javascript, Agile, HTTP, Scrum, Unit testing
Lead Software Engineer ( Android ),Root cause analysis, continuous integration, Automation, Backend, Architecture, Analytical, Debugging, Application security
Full Stack Scientist,MVC frameworks, SQL, No-SQL databases, IT Skills, Data Science, Artificial Intelligence, Salesforce, Micros Services Architecture
Lead Software Engineer - Commerce Enablement,Automation, NoSQL, Architecture, Data modeling, TDD, Postgresql, Agile, HTTP
Lead Software Engineer - Customer Platforms,Automation, NoSQL, TDD, C2C, Analytical, Architectural design, Agile, System design
Senior Product Analytics Associate,IT Skills, Python, Data Science, Product Management, Tableau, Power BI, Computer science, Data analysis
Associate Business Analyst,Business Intelligence, Customer Service, Excel, Business Analyst, Business Analytics, Analytical Skills, Data Analysis, Voice
DMO Associate Analyst - Customer,SAP, Excel, data domain, Data management, Analytical, Microsoft applications, data governance, Workflow
Associate Market Analyst,IT Skills, Python, Quality Assurance, Cloud, Power BI, Data analysis, Automation, Manager Quality Assurance
AI Scientist,Tensorflow, Algorithm Development, Artificial Intelligence, Hadoop, Neural Networks, Big Data, Machine Learning, Pytorch
Drug Safety Scientist I,Reconciliation, MS Office tools, Healthcare, Workflow, Life sciences, Pharmacovigilance, Subject matter expertise, Application software
Clinical Research Scientist,Training, Clinical research, data integrity, Monitoring, Recruitment,,,
Robotics Scientist,Staffing, Artificial Intelligence, Machine learning, Data collection, Electronics, Programming, Consultancy, Troubleshooting
AI Scientist,Computer science, Automation, Data analysis, Information security, Analytical, Artificial Intelligence, Machine learning, Agile
Associate Product Analyst,IT Skills, Python, Tableau, Product Analyst, Equity, Manager Technology, HTML, data visualization
Associate Professional Programmer Analyst,Computer science, Data analysis, Interpersonal skills, Manager Quality Assurance, Production support, Analytical, Debugging, Unit testing
Conservation Scientist,GIS, Data analysis, Head Business Development, Environmental science, WCS, Focus, Biology, Research
Associate Product Analyst,IT Skills, Python, Tableau, Product Analyst, Mobile phones, E-commerce, HTML, data visualization
Assistant Manager - Research Scientist,Formulation development, Usage, Claims, Quality inspection, Product placement, Product portfolio, Focus, Data collection
Associate Quantitative Analyst,Visual Basic, Excel, data science, Structured finance, Cash flow, intex, User acceptance testing, Analytics
Associate Financial Analyst,Publishing, Analytical, Financial planning, Consulting, Cost reduction, HTML, data integrity, Oracle
FORMULATION DEVELOPMENT RESEARCH SCIENTIST,FND, Help Desk, Customer Service, data analysis, customer relationship, access controls, Telephony support, Asset Management
Artificial Intelligence Scientist,Python, ML, AI, IT Skills, Data Science, Computer science, deep learning, Biotechnology
Associate - LPS Analyst,Operational excellence, Data management, MS Access, Analytical, Data quality, MS Office, Continuous improvement, Freight forwarding
Scientist - C ( Non - Medical ),Supervisor, CVS, Data analysis, Sociology, Data collection, Healthcare, Principal Investigator, Research
Associate Analyst,Data Science, R, Product Manager, Data Analysis, E - Commerce, Game Development, Python, Sql
Research Scientist,Medical devices, Data analysis, Diagnostics, Intellectual property, Healthcare, Oncology, Genetics, Molecular biology
Jr. Scientist/ Assistant Manager - R&D for Chemical Industry,SAP, Chemical, Pharma, Assistant Manager R&D, Healthcare, Research, Petrochemical, Chromatography
Associate Professional Programmer Analyst,databases, Communication, Analytical, IT Skills, Testing, Quality Assurance, Computer science, Data analysis
Associate HR Systems Analyst,Payroll, Automation, Data validation, Leadership development, Coding, Fixed assets, Process improvement, Reconciliation
Operation Research Scientist,COIN, Gurobi, Linux, CPLEX, Python, AWS, Spark, IT Skills
Senior Machine Learning Engineer,Computer science, data science, Coding, cassandra, Machine learning, Data structures, private label, big data
Senior Software Engineer,continuous integration, data science, Coding, spark, Analytical, Deployment, Troubleshooting, big data
Trainee-Freshers - Cyber Security Analyst/Cyber Security Engineer,Cloud Security, Cyber Security, Malware DoS, DDoS, Data Security, Data Privacy,,
